2026-04-11 11:46:04,963 | INFO | Loading training data...
2026-04-11 11:55:15,163 | INFO | Raw windows: (4320, 30, 2500) | load_time=550.2s
2026-04-11 11:55:15,171 | INFO | Extracting enhanced features for SVM...
2026-04-11 12:08:57,704 | INFO | SVM features: (4320, 570) | feat_time=822.5s
2026-04-11 12:08:57,725 | INFO | ============================================================
2026-04-11 12:08:57,746 | INFO | SVM grid: feature_set=enhanced, C=0.1, gamma=scale
2026-04-11 12:08:57,778 | INFO | Seed 42, n_eval_subjects=10
2026-04-11 12:09:29,380 | INFO |   [1/10] DEP1003: acc=0.5000
2026-04-11 12:10:00,090 | INFO |   [2/10] DEP1030: acc=0.5000
2026-04-11 12:10:25,329 | INFO |   [3/10] DEP1032: acc=0.6806
2026-04-11 12:11:04,277 | INFO |   [4/10] HC1003: acc=0.5139
2026-04-11 12:11:28,206 | INFO |   [5/10] HC1011: acc=0.7222
2026-04-11 12:11:52,539 | INFO |   [6/10] HC1014: acc=0.5278
2026-04-11 12:12:33,276 | INFO |   [7/10] HC1017: acc=0.9861
2026-04-11 12:12:58,521 | INFO |   [8/10] HC1025: acc=0.8056
2026-04-11 12:13:24,243 | INFO |   [9/10] HC1035: acc=0.8056
2026-04-11 12:13:57,364 | INFO |   [10/10] HC1054: acc=0.6250
2026-04-11 12:13:57,365 | INFO | LOSO Mean Accuracy: 0.6667 (66.67%), std=0.1561
2026-04-11 12:13:57,373 | INFO | SVM grid result: C=0.1, gamma=scale, mean=0.6667, std=0.0000
2026-04-11 12:13:57,374 | INFO | ============================================================
2026-04-11 12:13:57,375 | INFO | SVM grid: feature_set=enhanced, C=0.1, gamma=0.001
2026-04-11 12:13:57,377 | INFO | Seed 42, n_eval_subjects=10
2026-04-11 12:14:23,645 | INFO |   [1/10] DEP1003: acc=0.5000
2026-04-11 12:14:49,179 | INFO |   [2/10] DEP1030: acc=0.5000
2026-04-11 12:15:11,602 | INFO |   [3/10] DEP1032: acc=0.6806
2026-04-11 12:15:35,956 | INFO |   [4/10] HC1003: acc=0.5139
2026-04-11 12:15:50,932 | INFO |   [5/10] HC1011: acc=0.7222
2026-04-11 12:16:16,725 | INFO |   [6/10] HC1014: acc=0.5278
2026-04-11 12:16:32,418 | INFO |   [7/10] HC1017: acc=0.9861
2026-04-11 12:16:51,990 | INFO |   [8/10] HC1025: acc=0.7778
2026-04-11 12:17:18,181 | INFO |   [9/10] HC1035: acc=0.8056
2026-04-11 12:17:33,998 | INFO |   [10/10] HC1054: acc=0.6250
2026-04-11 12:17:34,000 | INFO | LOSO Mean Accuracy: 0.6639 (66.39%), std=0.1539
2026-04-11 12:17:34,007 | INFO | SVM grid result: C=0.1, gamma=0.001, mean=0.6639, std=0.0000
2026-04-11 12:17:34,008 | INFO | ============================================================
2026-04-11 12:17:34,010 | INFO | SVM grid: feature_set=enhanced, C=0.1, gamma=0.003
2026-04-11 12:17:34,011 | INFO | Seed 42, n_eval_subjects=10
2026-04-11 12:17:59,725 | INFO |   [1/10] DEP1003: acc=0.5000
2026-04-11 12:18:25,785 | INFO |   [2/10] DEP1030: acc=0.5000
2026-04-11 12:18:52,181 | INFO |   [3/10] DEP1032: acc=0.6944
2026-04-11 12:19:17,580 | INFO |   [4/10] HC1003: acc=0.5278
2026-04-11 12:19:43,057 | INFO |   [5/10] HC1011: acc=0.7222
2026-04-11 12:19:58,349 | INFO |   [6/10] HC1014: acc=0.5139
2026-04-11 12:20:18,683 | INFO |   [7/10] HC1017: acc=0.9722
2026-04-11 12:20:45,245 | INFO |   [8/10] HC1025: acc=0.8194
2026-04-11 12:21:00,989 | INFO |   [9/10] HC1035: acc=0.6806
2026-04-11 12:21:25,566 | INFO |   [10/10] HC1054: acc=0.5972
2026-04-11 12:21:25,579 | INFO | LOSO Mean Accuracy: 0.6528 (65.28%), std=0.1489
2026-04-11 12:21:25,597 | INFO | SVM grid result: C=0.1, gamma=0.003, mean=0.6528, std=0.0000
2026-04-11 12:21:25,599 | INFO | ============================================================
2026-04-11 12:21:25,601 | INFO | SVM grid: feature_set=enhanced, C=0.1, gamma=0.01
2026-04-11 12:21:25,603 | INFO | Seed 42, n_eval_subjects=10
2026-04-11 12:21:43,409 | INFO |   [1/10] DEP1003: acc=0.5000
2026-04-11 12:22:05,956 | INFO |   [2/10] DEP1030: acc=0.5000
2026-04-11 12:22:35,688 | INFO |   [3/10] DEP1032: acc=0.7222
2026-04-11 12:23:02,546 | INFO |   [4/10] HC1003: acc=0.5000
2026-04-11 12:23:24,918 | INFO |   [5/10] HC1011: acc=0.7083
2026-04-11 12:23:42,657 | INFO |   [6/10] HC1014: acc=0.4722
2026-04-11 12:24:13,664 | INFO |   [7/10] HC1017: acc=0.9028
2026-04-11 12:24:31,464 | INFO |   [8/10] HC1025: acc=0.7778
2026-04-11 12:24:48,881 | INFO |   [9/10] HC1035: acc=0.5000
2026-04-11 12:25:05,538 | INFO |   [10/10] HC1054: acc=0.5278
2026-04-11 12:25:05,551 | INFO | LOSO Mean Accuracy: 0.6111 (61.11%), std=0.1450
2026-04-11 12:25:05,575 | INFO | SVM grid result: C=0.1, gamma=0.01, mean=0.6111, std=0.0000
2026-04-11 12:25:05,585 | INFO | ============================================================
2026-04-11 12:25:05,599 | INFO | SVM grid: feature_set=enhanced, C=0.1, gamma=0.03
2026-04-11 12:25:05,613 | INFO | Seed 42, n_eval_subjects=10
2026-04-11 12:25:22,844 | INFO |   [1/10] DEP1003: acc=0.5000
2026-04-11 12:25:40,032 | INFO |   [2/10] DEP1030: acc=0.5000
2026-04-11 12:26:07,881 | INFO |   [3/10] DEP1032: acc=0.5000
2026-04-11 12:26:36,215 | INFO |   [4/10] HC1003: acc=0.5000
2026-04-11 12:26:53,300 | INFO |   [5/10] HC1011: acc=0.5000
2026-04-11 12:27:31,961 | INFO |   [6/10] HC1014: acc=0.5000
2026-04-11 12:28:00,106 | INFO |   [7/10] HC1017: acc=0.5000
2026-04-11 12:28:28,355 | INFO |   [8/10] HC1025: acc=0.5000
2026-04-11 12:28:45,593 | INFO |   [9/10] HC1035: acc=0.5000
2026-04-11 12:29:14,518 | INFO |   [10/10] HC1054: acc=0.5000
2026-04-11 12:29:14,532 | INFO | LOSO Mean Accuracy: 0.5000 (50.00%), std=0.0000
2026-04-11 12:29:14,551 | INFO | SVM grid result: C=0.1, gamma=0.03, mean=0.5000, std=0.0000
2026-04-11 12:29:14,559 | INFO | ============================================================
2026-04-11 12:29:14,572 | INFO | SVM grid: feature_set=enhanced, C=0.1, gamma=0.1
2026-04-11 12:29:14,586 | INFO | Seed 42, n_eval_subjects=10
2026-04-11 12:29:42,826 | INFO |   [1/10] DEP1003: acc=0.5000
